filename,tumor,stroke
Stroke\yes\2 (42).JPG,0,1
Stroke\yes\2 (420).png,0,1
Stroke\yes\2 (421).png,0,1
Stroke\yes\2 (422).png,0,1
Stroke\yes\2 (423).png,0,1
Stroke\yes\2 (424).png,0,1
Stroke\yes\2 (425).png,0,1
Stroke\yes\2 (426).png,0,1
Stroke\yes\2 (427).png,0,1
Stroke\yes\2 (428).png,0,1
Stroke\yes\2 (429).png,0,1
Stroke\yes\2 (43).JPG,0,1
Stroke\yes\2 (43).png,0,1
Stroke\yes\2 (430).png,0,1
Stroke\yes\2 (431).png,0,1
Stroke\yes\2 (432).png,0,1
Stroke\yes\2 (434).png,0,1
Stroke\yes\2 (435).png,0,1
Stroke\yes\2 (436).png,0,1
Stroke\yes\2 (437).png,0,1
Stroke\yes\2 (438).png,0,1
Stroke\yes\2 (44).JPG,0,1
Stroke\yes\2 (44).png,0,1
Stroke\yes\2 (441).png,0,1
Stroke\yes\2 (442).png,0,1
Stroke\yes\2 (443).png,0,1
Stroke\yes\2 (444).png,0,1
Stroke\yes\2 (446).png,0,1
Stroke\yes\2 (447).png,0,1
Stroke\yes\2 (448).png,0,1
Stroke\yes\2 (449).png,0,1
Stroke\yes\2 (45).JPG,0,1
Stroke\yes\2 (45).png,0,1
Stroke\yes\2 (451).png,0,1
Stroke\yes\2 (452).png,0,1
Stroke\yes\2 (453).png,0,1
Stroke\yes\2 (454).png,0,1
Stroke\yes\2 (455).png,0,1
Stroke\yes\2 (456).png,0,1
Stroke\yes\2 (458).png,0,1
Stroke\yes\2 (46).JPG,0,1
Stroke\yes\2 (46).png,0,1
Stroke\yes\2 (460).png,0,1
Stroke\yes\2 (461).png,0,1
Stroke\yes\2 (462).png,0,1
Stroke\yes\2 (463).png,0,1
Stroke\yes\2 (464).png,0,1
Stroke\yes\2 (465).png,0,1
Stroke\yes\2 (466).png,0,1
Stroke\yes\2 (469).png,0,1
Stroke\yes\2 (47).JPG,0,1
Stroke\yes\2 (47).png,0,1
Stroke\yes\2 (470).png,0,1
Stroke\yes\2 (471).png,0,1
Stroke\yes\2 (472).png,0,1
Stroke\yes\2 (473).png,0,1
Stroke\yes\2 (474).png,0,1
Stroke\yes\2 (475).png,0,1
Stroke\yes\2 (476).png,0,1
Stroke\yes\2 (477).png,0,1
Stroke\yes\2 (478).png,0,1
Stroke\yes\2 (48).JPG,0,1
Stroke\yes\2 (48).png,0,1
Stroke\yes\2 (480).png,0,1
Stroke\yes\2 (481).png,0,1
Stroke\yes\2 (482).png,0,1
Stroke\yes\2 (484).png,0,1
Stroke\yes\2 (486).png,0,1
Stroke\yes\2 (487).png,0,1
Stroke\yes\2 (489).png,0,1
Stroke\yes\2 (49).JPG,0,1
Stroke\yes\2 (49).png,0,1
Stroke\yes\2 (490).png,0,1
Stroke\yes\2 (491).png,0,1
Stroke\yes\2 (493).png,0,1
Stroke\yes\2 (494).png,0,1
Stroke\yes\2 (495).png,0,1
Stroke\yes\2 (497).png,0,1
Stroke\yes\2 (499).png,0,1
Stroke\yes\2 (5).JPG,0,1
Stroke\yes\2 (5).png,0,1
Stroke\yes\2 (50).JPG,0,1
Stroke\yes\2 (50).png,0,1
Stroke\yes\2 (501).png,0,1
Stroke\yes\2 (502).png,0,1
Stroke\yes\2 (503).png,0,1
Stroke\yes\2 (504).png,0,1
Stroke\yes\2 (505).png,0,1
Stroke\yes\2 (507).png,0,1
Stroke\yes\2 (508).png,0,1
Stroke\yes\2 (509).png,0,1
Stroke\yes\2 (51).JPG,0,1
Stroke\yes\2 (51).png,0,1
Stroke\yes\2 (510).png,0,1
Stroke\yes\2 (511).png,0,1
Stroke\yes\2 (512).png,0,1
Stroke\yes\2 (513).png,0,1
Stroke\yes\2 (514).png,0,1
Stroke\yes\2 (517).png,0,1
Stroke\yes\2 (518).png,0,1
Stroke\yes\2 (519).png,0,1
Stroke\yes\2 (52).png,0,1
Stroke\yes\2 (520).png,0,1
Stroke\yes\2 (521).png,0,1
Stroke\yes\2 (523).png,0,1
Stroke\yes\2 (524).png,0,1
Stroke\yes\2 (525).png,0,1
Stroke\yes\2 (526).png,0,1
Stroke\yes\2 (527).png,0,1
Stroke\yes\2 (528).png,0,1
Stroke\yes\2 (529).png,0,1
Stroke\yes\2 (530).png,0,1
Stroke\yes\2 (531).png,0,1
Stroke\yes\2 (533).png,0,1
Stroke\yes\2 (534).png,0,1
Stroke\yes\2 (535).png,0,1
Stroke\yes\2 (536).png,0,1
Stroke\yes\2 (537).png,0,1
Stroke\yes\2 (538).png,0,1
Stroke\yes\2 (539).png,0,1
Stroke\yes\2 (54).JPG,0,1
Stroke\yes\2 (54).png,0,1
Stroke\yes\2 (540).png,0,1
Stroke\yes\2 (541).png,0,1
Stroke\yes\2 (542).png,0,1
Stroke\yes\2 (543).png,0,1
Stroke\yes\2 (544).png,0,1
Stroke\yes\2 (545).png,0,1
Stroke\yes\2 (546).png,0,1
Stroke\yes\2 (547).png,0,1
Stroke\yes\2 (548).png,0,1
Stroke\yes\2 (549).png,0,1
Stroke\yes\2 (55).JPG,0,1
Stroke\yes\2 (55).png,0,1
Stroke\yes\2 (550).png,0,1
Stroke\yes\2 (552).png,0,1
Stroke\yes\2 (553).png,0,1
Stroke\yes\2 (556).png,0,1
Stroke\yes\2 (557).png,0,1
Stroke\yes\2 (558).png,0,1
Stroke\yes\2 (559).png,0,1
Stroke\yes\2 (56).JPG,0,1
Stroke\yes\2 (560).png,0,1
Stroke\yes\2 (561).png,0,1
Stroke\yes\2 (562).png,0,1
Stroke\yes\2 (563).png,0,1
Stroke\yes\2 (564).png,0,1
Stroke\yes\2 (565).png,0,1
Stroke\yes\2 (566).png,0,1
Stroke\yes\2 (567).png,0,1
Stroke\yes\2 (568).png,0,1
Stroke\yes\2 (57).JPG,0,1
Stroke\yes\2 (57).png,0,1
Stroke\yes\2 (570).png,0,1
Stroke\yes\2 (571).png,0,1
Stroke\yes\2 (572).png,0,1
Stroke\yes\2 (573).png,0,1
Stroke\yes\2 (574).png,0,1
Stroke\yes\2 (575).png,0,1
Stroke\yes\2 (576).png,0,1
Stroke\yes\2 (577).png,0,1
Stroke\yes\2 (578).png,0,1
Stroke\yes\2 (579).png,0,1
Stroke\yes\2 (58).JPG,0,1
Stroke\yes\2 (58).png,0,1
Stroke\yes\2 (580).png,0,1
Stroke\yes\2 (584).png,0,1
Stroke\yes\2 (585).png,0,1
Stroke\yes\2 (586).png,0,1
Stroke\yes\2 (587).png,0,1
Stroke\yes\2 (589).png,0,1
Stroke\yes\2 (59).JPG,0,1
Stroke\yes\2 (59).png,0,1
Stroke\yes\2 (591).png,0,1
Stroke\yes\2 (592).png,0,1
Stroke\yes\2 (593).png,0,1
Stroke\yes\2 (594).png,0,1
Stroke\yes\2 (595).png,0,1
Stroke\yes\2 (596).png,0,1
Stroke\yes\2 (597).png,0,1
Stroke\yes\2 (598).png,0,1
Stroke\yes\2 (599).png,0,1
Stroke\yes\2 (6).png,0,1
Stroke\yes\2 (60).JPG,0,1
Stroke\yes\2 (60).png,0,1
Stroke\yes\2 (601).png,0,1
Stroke\yes\2 (603).png,0,1
Stroke\yes\2 (604).png,0,1
Stroke\yes\2 (605).png,0,1
Stroke\yes\2 (606).png,0,1
Stroke\yes\2 (607).png,0,1
Stroke\yes\2 (608).png,0,1
Stroke\yes\2 (61).png,0,1
Stroke\yes\2 (613).png,0,1
Stroke\yes\2 (614).png,0,1
Stroke\yes\2 (615).png,0,1
Stroke\yes\2 (616).png,0,1
Stroke\yes\2 (617).png,0,1
Stroke\yes\2 (62).JPG,0,1
Stroke\yes\2 (620).png,0,1
Stroke\yes\2 (622).png,0,1
Stroke\yes\2 (623).png,0,1
Stroke\yes\2 (624).png,0,1
Stroke\yes\2 (625).png,0,1
Stroke\yes\2 (626).png,0,1
Stroke\yes\2 (627).png,0,1
Stroke\yes\2 (628).png,0,1
Stroke\yes\2 (629).png,0,1
Stroke\yes\2 (63).png,0,1
Stroke\yes\2 (630).png,0,1
Stroke\yes\2 (631).png,0,1
Stroke\yes\2 (632).png,0,1
Stroke\yes\2 (633).png,0,1
Stroke\yes\2 (634).png,0,1
Stroke\yes\2 (636).png,0,1
Stroke\yes\2 (637).png,0,1
Stroke\yes\2 (639).png,0,1
Stroke\yes\2 (64).JPG,0,1
Stroke\yes\2 (64).png,0,1
Stroke\yes\2 (640).png,0,1
Stroke\yes\2 (641).png,0,1
Stroke\yes\2 (643).png,0,1
Stroke\yes\2 (646).png,0,1
Stroke\yes\2 (647).png,0,1
Stroke\yes\2 (648).png,0,1
Stroke\yes\2 (649).png,0,1
Stroke\yes\2 (65).JPG,0,1
Stroke\yes\2 (65).png,0,1
Stroke\yes\2 (650).png,0,1
Stroke\yes\2 (651).png,0,1
Stroke\yes\2 (652).png,0,1
Stroke\yes\2 (653).png,0,1
Stroke\yes\2 (654).png,0,1
Stroke\yes\2 (655).png,0,1
Stroke\yes\2 (656).png,0,1
Stroke\yes\2 (657).png,0,1
Stroke\yes\2 (658).png,0,1
Stroke\yes\2 (659).png,0,1
Stroke\yes\2 (66).JPG,0,1
Stroke\yes\2 (66).png,0,1
Stroke\yes\2 (661).png,0,1
Stroke\yes\2 (662).png,0,1
Stroke\yes\2 (663).png,0,1
Stroke\yes\2 (664).png,0,1
Stroke\yes\2 (665).png,0,1
Stroke\yes\2 (666).png,0,1
Stroke\yes\2 (667).png,0,1
Stroke\yes\2 (669).png,0,1
Stroke\yes\2 (67).JPG,0,1
Stroke\yes\2 (67).png,0,1
Stroke\yes\2 (670).png,0,1
Stroke\yes\2 (672).png,0,1
Stroke\yes\2 (673).png,0,1
Stroke\yes\2 (674).png,0,1
Stroke\yes\2 (676).png,0,1
Stroke\yes\2 (677).png,0,1
Stroke\yes\2 (678).png,0,1
Stroke\yes\2 (679).png,0,1
Stroke\yes\2 (68).png,0,1
Stroke\yes\2 (681).png,0,1
Stroke\yes\2 (682).png,0,1
Stroke\yes\2 (683).png,0,1
Stroke\yes\2 (684).png,0,1
Stroke\yes\2 (685).png,0,1
Stroke\yes\2 (686).png,0,1
Stroke\yes\2 (687).png,0,1
Stroke\yes\2 (689).png,0,1
Stroke\yes\2 (69).JPG,0,1
Stroke\yes\2 (690).png,0,1
Stroke\yes\2 (691).png,0,1
Stroke\yes\2 (692).png,0,1
Stroke\yes\2 (695).png,0,1
Stroke\yes\2 (696).png,0,1
Stroke\yes\2 (697).png,0,1
Stroke\yes\2 (698).png,0,1
Stroke\yes\2 (699).png,0,1
Stroke\yes\2 (7).JPG,0,1
Stroke\yes\2 (7).png,0,1
Stroke\yes\2 (70).png,0,1
Stroke\yes\2 (700).png,0,1
Stroke\yes\2 (701).png,0,1
Stroke\yes\2 (703).png,0,1
Stroke\yes\2 (704).png,0,1
Stroke\yes\2 (705).png,0,1
Stroke\yes\2 (706).png,0,1
Stroke\yes\2 (707).png,0,1
Stroke\yes\2 (709).png,0,1
Stroke\yes\2 (71).JPG,0,1
Stroke\yes\2 (71).png,0,1
Stroke\yes\2 (710).png,0,1
Stroke\yes\2 (711).png,0,1
Stroke\yes\2 (712).png,0,1
Stroke\yes\2 (713).png,0,1
Stroke\yes\2 (714).png,0,1
Stroke\yes\2 (716).png,0,1
Stroke\yes\2 (718).png,0,1
Stroke\yes\2 (719).png,0,1
Stroke\yes\2 (72).JPG,0,1
Stroke\yes\2 (72).png,0,1
Stroke\yes\2 (721).png,0,1
Stroke\yes\2 (722).png,0,1
Stroke\yes\2 (723).png,0,1
Stroke\yes\2 (724).png,0,1
Stroke\yes\2 (725).png,0,1
Stroke\yes\2 (726).png,0,1
Stroke\yes\2 (727).png,0,1
Stroke\yes\2 (730).png,0,1
Stroke\yes\2 (731).png,0,1
Stroke\yes\2 (732).png,0,1
Stroke\yes\2 (733).png,0,1
Stroke\yes\2 (734).png,0,1
Stroke\yes\2 (736).png,0,1
Stroke\yes\2 (737).png,0,1
Stroke\yes\2 (738).png,0,1
Stroke\yes\2 (74).JPG,0,1
Stroke\yes\2 (74).png,0,1
Stroke\yes\2 (742).png,0,1
Stroke\yes\2 (743).png,0,1
Stroke\yes\2 (744).png,0,1
Stroke\yes\2 (745).png,0,1
Stroke\yes\2 (747).png,0,1
Stroke\yes\2 (748).png,0,1
Stroke\yes\2 (749).png,0,1
Stroke\yes\2 (75).png,0,1
Stroke\yes\2 (750).png,0,1
Stroke\yes\2 (752).png,0,1
Stroke\yes\2 (754).png,0,1
Stroke\yes\2 (755).png,0,1
Stroke\yes\2 (756).png,0,1
Stroke\yes\2 (757).png,0,1
Stroke\yes\2 (759).png,0,1
Stroke\yes\2 (76).JPG,0,1
Stroke\yes\2 (760).png,0,1
Stroke\yes\2 (761).png,0,1
Stroke\yes\2 (762).png,0,1
Stroke\yes\2 (763).png,0,1
Stroke\yes\2 (764).png,0,1
Stroke\yes\2 (765).png,0,1
Stroke\yes\2 (767).png,0,1
Stroke\yes\2 (768).png,0,1
Stroke\yes\2 (769).png,0,1
Stroke\yes\2 (77).png,0,1
Stroke\yes\2 (770).png,0,1
Stroke\yes\2 (771).png,0,1
Stroke\yes\2 (772).png,0,1
Stroke\yes\2 (773).png,0,1
Stroke\yes\2 (774).png,0,1
Stroke\yes\2 (775).png,0,1
Stroke\yes\2 (777).png,0,1
Stroke\yes\2 (778).png,0,1
Stroke\yes\2 (779).png,0,1
Stroke\yes\2 (78).png,0,1
Stroke\yes\2 (780).png,0,1
Stroke\yes\2 (781).png,0,1
Stroke\yes\2 (784).png,0,1
Stroke\yes\2 (785).png,0,1
Stroke\yes\2 (787).png,0,1
Stroke\yes\2 (788).png,0,1
Stroke\yes\2 (789).png,0,1
Stroke\yes\2 (79).JPG,0,1
Stroke\yes\2 (79).png,0,1
Stroke\yes\2 (790).png,0,1
Stroke\yes\2 (791).png,0,1
Stroke\yes\2 (793).png,0,1
Stroke\yes\2 (794).png,0,1
Stroke\yes\2 (795).png,0,1
Stroke\yes\2 (796).png,0,1
Stroke\yes\2 (797).png,0,1
Stroke\yes\2 (798).png,0,1
Stroke\yes\2 (799).png,0,1
Stroke\yes\2 (8).JPG,0,1
Stroke\yes\2 (80).JPG,0,1
Stroke\yes\2 (80).png,0,1
Stroke\yes\2 (801).png,0,1
Stroke\yes\2 (802).png,0,1
Stroke\yes\2 (803).png,0,1
Stroke\yes\2 (805).png,0,1
Stroke\yes\2 (806).png,0,1
Stroke\yes\2 (807).png,0,1
Stroke\yes\2 (808).png,0,1
Stroke\yes\2 (809).png,0,1
Stroke\yes\2 (81).JPG,0,1
Stroke\yes\2 (811).png,0,1
Stroke\yes\2 (812).png,0,1
Stroke\yes\2 (813).png,0,1
Stroke\yes\2 (814).png,0,1
Stroke\yes\2 (817).png,0,1
Stroke\yes\2 (818).png,0,1
Stroke\yes\2 (819).png,0,1
Stroke\yes\2 (82).JPG,0,1
Stroke\yes\2 (82).png,0,1
Stroke\yes\2 (820).png,0,1
Stroke\yes\2 (821).png,0,1
Stroke\yes\2 (822).png,0,1
Stroke\yes\2 (823).png,0,1
Stroke\yes\2 (824).png,0,1
Stroke\yes\2 (825).png,0,1
Stroke\yes\2 (827).png,0,1
Stroke\yes\2 (829).png,0,1
Stroke\yes\2 (83).JPG,0,1
Stroke\yes\2 (83).png,0,1
Stroke\yes\2 (830).png,0,1
Stroke\yes\2 (831).png,0,1
Stroke\yes\2 (832).png,0,1
Stroke\yes\2 (836).png,0,1
Stroke\yes\2 (837).png,0,1
Stroke\yes\2 (838).png,0,1
Stroke\yes\2 (839).png,0,1
Stroke\yes\2 (84).JPG,0,1
Stroke\yes\2 (84).png,0,1
Stroke\yes\2 (840).png,0,1
Stroke\yes\2 (841).png,0,1
Stroke\yes\2 (842).png,0,1
Stroke\yes\2 (843).png,0,1
Stroke\yes\2 (844).png,0,1
Stroke\yes\2 (845).png,0,1
Stroke\yes\2 (846).png,0,1
Stroke\yes\2 (847).png,0,1
Stroke\yes\2 (848).png,0,1
Stroke\yes\2 (85).JPG,0,1
Stroke\yes\2 (85).png,0,1
Stroke\yes\2 (850).png,0,1
Stroke\yes\2 (853).png,0,1
Stroke\yes\2 (854).png,0,1
Stroke\yes\2 (855).png,0,1
Stroke\yes\2 (856).png,0,1
Stroke\yes\2 (857).png,0,1
Stroke\yes\2 (858).png,0,1
Stroke\yes\2 (859).png,0,1
Stroke\yes\2 (86).JPG,0,1
Stroke\yes\2 (861).png,0,1
Stroke\yes\2 (862).png,0,1
Stroke\yes\2 (863).png,0,1
Stroke\yes\2 (864).png,0,1
Stroke\yes\2 (866).png,0,1
Stroke\yes\2 (868).png,0,1
Stroke\yes\2 (869).png,0,1
Stroke\yes\2 (87).JPG,0,1
Stroke\yes\2 (87).png,0,1
Stroke\yes\2 (870).png,0,1
Stroke\yes\2 (872).png,0,1
Stroke\yes\2 (873).png,0,1
Stroke\yes\2 (874).png,0,1
Stroke\yes\2 (875).png,0,1
Stroke\yes\2 (877).png,0,1
Stroke\yes\2 (878).png,0,1
Stroke\yes\2 (879).png,0,1
Stroke\yes\2 (88).JPG,0,1
Stroke\yes\2 (88).png,0,1
Stroke\yes\2 (881).png,0,1
Stroke\yes\2 (882).png,0,1
Stroke\yes\2 (884).png,0,1
Stroke\yes\2 (885).png,0,1
Stroke\yes\2 (886).png,0,1
Stroke\yes\2 (887).png,0,1
Stroke\yes\2 (888).png,0,1
Stroke\yes\2 (89).JPG,0,1
Stroke\yes\2 (89).png,0,1
Stroke\yes\2 (890).png,0,1
Stroke\yes\2 (891).png,0,1
Stroke\yes\2 (892).png,0,1
Stroke\yes\2 (893).png,0,1
Stroke\yes\2 (894).png,0,1
Stroke\yes\2 (895).png,0,1
Stroke\yes\2 (896).png,0,1
Stroke\yes\2 (897).png,0,1
Stroke\yes\2 (898).png,0,1
Stroke\yes\2 (899).png,0,1
Stroke\yes\2 (9).JPG,0,1
Stroke\yes\2 (90).JPG,0,1
Stroke\yes\2 (90).png,0,1
Stroke\yes\2 (900).png,0,1
Stroke\yes\2 (901).png,0,1
Stroke\yes\2 (902).png,0,1
Stroke\yes\2 (903).png,0,1
Stroke\yes\2 (904).png,0,1
Stroke\yes\2 (905).png,0,1
Stroke\yes\2 (906).png,0,1
Stroke\yes\2 (907).png,0,1
Stroke\yes\2 (909).png,0,1
Stroke\yes\2 (91).JPG,0,1
Stroke\yes\2 (91).png,0,1
Stroke\yes\2 (911).png,0,1
Stroke\yes\2 (912).png,0,1
Stroke\yes\2 (913).png,0,1
Stroke\yes\2 (914).png,0,1
Stroke\yes\2 (915).png,0,1
Stroke\yes\2 (916).png,0,1
Stroke\yes\2 (917).png,0,1
Stroke\yes\2 (918).png,0,1
Stroke\yes\2 (919).png,0,1
Stroke\yes\2 (92).JPG,0,1
Stroke\yes\2 (92).png,0,1
Stroke\yes\2 (920).png,0,1
Stroke\yes\2 (921).png,0,1
Stroke\yes\2 (922).png,0,1
Stroke\yes\2 (923).png,0,1
Stroke\yes\2 (924).png,0,1
Stroke\yes\2 (925).png,0,1
Stroke\yes\2 (926).png,0,1
Stroke\yes\2 (927).png,0,1
Stroke\yes\2 (928).png,0,1
Stroke\yes\2 (929).png,0,1
Stroke\yes\2 (930).png,0,1
Stroke\yes\2 (931).png,0,1
Stroke\yes\2 (932).png,0,1
Stroke\yes\2 (933).png,0,1
Stroke\yes\2 (934).png,0,1
Stroke\yes\2 (936).png,0,1
Stroke\yes\2 (937).png,0,1
Stroke\yes\2 (938).png,0,1
Stroke\yes\2 (939).png,0,1
Stroke\yes\2 (94).JPG,0,1
Stroke\yes\2 (94).png,0,1
Stroke\yes\2 (940).png,0,1
Stroke\yes\2 (942).png,0,1
Stroke\yes\2 (943).png,0,1
Stroke\yes\2 (944).png,0,1
Stroke\yes\2 (946).png,0,1
Stroke\yes\2 (947).png,0,1
Stroke\yes\2 (948).png,0,1
Stroke\yes\2 (949).png,0,1
Stroke\yes\2 (95).JPG,0,1
Stroke\yes\2 (95).png,0,1
Stroke\yes\2 (950).png,0,1
Stroke\yes\2 (951).png,0,1
Stroke\yes\2 (952).png,0,1
Stroke\yes\2 (954).png,0,1
Stroke\yes\2 (956).png,0,1
Stroke\yes\2 (957).png,0,1
Stroke\yes\2 (958).png,0,1
Stroke\yes\2 (959).png,0,1
Stroke\yes\2 (96).JPG,0,1
Stroke\yes\2 (96).png,0,1
Stroke\yes\2 (960).png,0,1
Stroke\yes\2 (961).png,0,1
Stroke\yes\2 (962).png,0,1
Stroke\yes\2 (963).png,0,1
Stroke\yes\2 (964).png,0,1
Stroke\yes\2 (965).png,0,1
Stroke\yes\2 (966).png,0,1
Stroke\yes\2 (967).png,0,1
Stroke\yes\2 (968).png,0,1
Stroke\yes\2 (97).JPG,0,1
Stroke\yes\2 (97).png,0,1
Stroke\yes\2 (970).png,0,1
Stroke\yes\2 (971).png,0,1
Stroke\yes\2 (974).png,0,1
Stroke\yes\2 (975).png,0,1
Stroke\yes\2 (976).png,0,1
Stroke\yes\2 (977).png,0,1
Stroke\yes\2 (978).png,0,1
Stroke\yes\2 (979).png,0,1
Stroke\yes\2 (98).JPG,0,1
Stroke\yes\2 (98).png,0,1
Stroke\yes\2 (980).png,0,1
Stroke\yes\2 (981).png,0,1
Stroke\yes\2 (982).png,0,1
Stroke\yes\2 (983).png,0,1
Stroke\yes\2 (984).png,0,1
Stroke\yes\2 (985).png,0,1
Stroke\yes\2 (986).png,0,1
Stroke\yes\2 (987).png,0,1
Stroke\yes\2 (99).JPG,0,1
Stroke\yes\2 (99).png,0,1
Stroke\yes\2 (990).png,0,1
Stroke\yes\2 (994).png,0,1
Stroke\yes\2 (995).png,0,1
Stroke\yes\2 (996).png,0,1
Stroke\yes\2 (997).png,0,1
Stroke\yes\2 (998).png,0,1
Stroke\yes\2 (999).png,0,1
Stroke\no\1 (1).JPG,0,0
Stroke\no\1 (1).png,0,0
Stroke\no\1 (10).JPG,0,0
Stroke\no\1 (100).png,0,0
Stroke\no\1 (1000).png,0,0
Stroke\no\1 (1001).png,0,0
Stroke\no\1 (1002).png,0,0
Stroke\no\1 (1003).png,0,0
Stroke\no\1 (1004).png,0,0
Stroke\no\1 (1006).png,0,0
Stroke\no\1 (1008).png,0,0
Stroke\no\1 (1009).png,0,0
Stroke\no\1 (101).png,0,0
Stroke\no\1 (1010).png,0,0
Stroke\no\1 (1011).png,0,0
Stroke\no\1 (1012).png,0,0
Stroke\no\1 (1013).png,0,0
Stroke\no\1 (1014).png,0,0
Stroke\no\1 (1015).png,0,0
Stroke\no\1 (1016).png,0,0
Stroke\no\1 (1018).png,0,0
Stroke\no\1 (1019).png,0,0
Stroke\no\1 (102).png,0,0
Stroke\no\1 (1020).png,0,0
Stroke\no\1 (1021).png,0,0
Stroke\no\1 (1022).png,0,0
Stroke\no\1 (1025).png,0,0
Stroke\no\1 (1026).png,0,0
Stroke\no\1 (1027).png,0,0
Stroke\no\1 (1028).png,0,0
Stroke\no\1 (1029).png,0,0
Stroke\no\1 (103).png,0,0
Stroke\no\1 (1030).png,0,0
Stroke\no\1 (1032).png,0,0
Stroke\no\1 (1033).png,0,0
Stroke\no\1 (1034).png,0,0
Stroke\no\1 (1035).png,0,0
Stroke\no\1 (1037).png,0,0
Stroke\no\1 (1038).png,0,0
Stroke\no\1 (1039).png,0,0
Stroke\no\1 (104).png,0,0
Stroke\no\1 (1041).png,0,0
Stroke\no\1 (1043).png,0,0
Stroke\no\1 (1044).png,0,0
Stroke\no\1 (105).png,0,0
Stroke\no\1 (107).png,0,0
Stroke\no\1 (11).JPG,0,0
Stroke\no\1 (11).png,0,0
Stroke\no\1 (110).png,0,0
Stroke\no\1 (112).png,0,0
Stroke\no\1 (113).png,0,0
Stroke\no\1 (116).png,0,0
Stroke\no\1 (117).png,0,0
Stroke\no\1 (119).png,0,0
Stroke\no\1 (12).JPG,0,0
Stroke\no\1 (12).png,0,0
Stroke\no\1 (120).png,0,0
Stroke\no\1 (121).png,0,0
Stroke\no\1 (123).png,0,0
Stroke\no\1 (125).png,0,0
Stroke\no\1 (126).png,0,0
Stroke\no\1 (127).png,0,0
Stroke\no\1 (128).png,0,0
Stroke\no\1 (13).JPG,0,0
Stroke\no\1 (13).png,0,0
Stroke\no\1 (131).png,0,0
Stroke\no\1 (133).png,0,0
Stroke\no\1 (134).png,0,0
Stroke\no\1 (135).png,0,0
Stroke\no\1 (136).png,0,0
Stroke\no\1 (137).png,0,0
Stroke\no\1 (138).png,0,0
Stroke\no\1 (139).png,0,0
Stroke\no\1 (14).png,0,0
Stroke\no\1 (140).png,0,0
Stroke\no\1 (141).png,0,0
Stroke\no\1 (144).png,0,0
Stroke\no\1 (145).png,0,0
Stroke\no\1 (146).png,0,0
Stroke\no\1 (147).png,0,0
Stroke\no\1 (148).png,0,0
Stroke\no\1 (15).JPG,0,0
Stroke\no\1 (150).png,0,0
Stroke\no\1 (151).png,0,0
Stroke\no\1 (152).png,0,0
Stroke\no\1 (154).png,0,0
Stroke\no\1 (155).png,0,0
Stroke\no\1 (156).png,0,0
Stroke\no\1 (157).png,0,0
Stroke\no\1 (158).png,0,0
Stroke\no\1 (159).png,0,0
Stroke\no\1 (16).JPG,0,0
Stroke\no\1 (16).png,0,0
Stroke\no\1 (160).png,0,0
Stroke\no\1 (161).png,0,0
Stroke\no\1 (162).png,0,0
Stroke\no\1 (163).png,0,0
Stroke\no\1 (164).png,0,0
Stroke\no\1 (165).png,0,0
Stroke\no\1 (167).png,0,0
Stroke\no\1 (168).png,0,0
Stroke\no\1 (169).png,0,0
Stroke\no\1 (17).JPG,0,0
Stroke\no\1 (17).png,0,0
Stroke\no\1 (170).png,0,0
Stroke\no\1 (171).png,0,0
Stroke\no\1 (173).png,0,0
Stroke\no\1 (176).png,0,0
Stroke\no\1 (178).png,0,0
Stroke\no\1 (179).png,0,0
Stroke\no\1 (18).JPG,0,0
Stroke\no\1 (18).png,0,0
Stroke\no\1 (180).png,0,0
Stroke\no\1 (181).png,0,0
Stroke\no\1 (182).png,0,0
Stroke\no\1 (183).png,0,0
Stroke\no\1 (184).png,0,0
Stroke\no\1 (185).png,0,0
Stroke\no\1 (186).png,0,0
Stroke\no\1 (187).png,0,0
Stroke\no\1 (188).png,0,0
Stroke\no\1 (189).png,0,0
Stroke\no\1 (19).png,0,0
Stroke\no\1 (191).png,0,0
Stroke\no\1 (192).png,0,0
Stroke\no\1 (193).png,0,0
Stroke\no\1 (194).png,0,0
Stroke\no\1 (195).png,0,0
Stroke\no\1 (196).png,0,0
Stroke\no\1 (197).png,0,0
Stroke\no\1 (198).png,0,0
Stroke\no\1 (199).png,0,0
Stroke\no\1 (2).png,0,0
Stroke\no\1 (20).JPG,0,0
Stroke\no\1 (20).png,0,0
Stroke\no\1 (200).png,0,0
Stroke\no\1 (201).png,0,0
Stroke\no\1 (203).png,0,0
Stroke\no\1 (204).png,0,0
Stroke\no\1 (205).png,0,0
Stroke\no\1 (207).png,0,0
Stroke\no\1 (208).png,0,0
Stroke\no\1 (209).png,0,0
Stroke\no\1 (21).JPG,0,0
Stroke\no\1 (21).png,0,0
Stroke\no\1 (211).png,0,0
Stroke\no\1 (212).png,0,0
Stroke\no\1 (213).png,0,0
Stroke\no\1 (214).png,0,0
Stroke\no\1 (215).png,0,0
Stroke\no\1 (216).png,0,0
Stroke\no\1 (217).png,0,0
Stroke\no\1 (219).png,0,0
Stroke\no\1 (22).JPG,0,0
Stroke\no\1 (22).png,0,0
Stroke\no\1 (220).png,0,0
Stroke\no\1 (221).png,0,0
Stroke\no\1 (224).png,0,0
Stroke\no\1 (225).png,0,0
Stroke\no\1 (226).png,0,0
Stroke\no\1 (227).png,0,0
Stroke\no\1 (228).png,0,0
Stroke\no\1 (229).png,0,0
Stroke\no\1 (23).JPG,0,0
